SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING
SIKKO,Sikko Industries Limited,EQ,22-OCT-2021
SIL,Standard Industries Limited,EQ,27-JAN-2004
SILGO,Silgo Retail Limited,EQ,03-MAR-2021
SILINV,SIL Investments Limited,EQ,22-MAY-1996
SILLYMONKS,Silly Monks Entertainment Limited,EQ,08-JUL-2020
SILVERTUC,Silver Touch Technologies Limited,EQ,12-MAY-2022
SIMPLEXINF,Simplex Infrastructures Limited,EQ,09-MAR-2004
SINCLAIR,Sinclairs Hotels Limited,EQ,10-APR-2024
SINDHUTRAD,Sindhu Trade Links Limited,EQ,20-JUN-2023
SINGERIND,Singer India Limited,EQ,19-MAR-2026
SINTERCOM,Sintercom India Limited,EQ,07-OCT-2020
SIRCA,Sirca Paints India Limited,EQ,22-JUL-2019
SIS,SIS LIMITED,EQ,10-AUG-2017
SIYSIL,Siyaram Silk Mills Limited,EQ,29-JAN-2007
SJS,S.J.S. Enterprises Limited,EQ,15-NOV-2021
SJVN,SJVN Limited,EQ,20-MAY-2010
SKFINDIA,SKF India Limited,EQ,27-JAN-1999
SKFINDUS,SKF India (Industrial) Limited,EQ,05-DEC-2025
SKIPPER,Skipper Limited,EQ,27-MAY-2015
SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ,14-MAR-1997
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,EQ,06-JAN-2023
SMARTWORKS,Smartworks Coworking Spaces Limited,EQ,17-JUL-2025
SMCGLOBAL,SMC Global Securities Limited,EQ,24-FEB-2021
SMLMAH,SML Mahindra Limited,EQ,29-AUG-2003
SMLT,Sarthak Metals Limited,EQ,25-NOV-2021
SMSPHARMA,SMS Pharmaceuticals Limited,EQ,28-FEB-2007
SNOWMAN,Snowman Logistics Limited,EQ,12-SEP-2014
SOBHA,Sobha Limited,EQ,20-DEC-2006
SOLARA,Solara Active Pharma Sciences Limited,EQ,27-JUN-2018
SOLARINDS,Solar Industries India Limited,EQ,03-APR-2006
SOLARWORLD,Solarworld Energy Solutions Limited,EQ,30-SEP-2025
SOLEX,Solex Energy Limited,EQ,08-OCT-2025
SOMANYCERA,Somany Ceramics Limited,EQ,22-NOV-1995
SOMATEX,Soma Textiles & Industries Limited,EQ,14-AUG-1996
SOMICONVEY,Somi Conveyor Beltings Limited,EQ,18-JUL-2016
SONACOMS,Sona BLW Precision Forgings Limited,EQ,24-JUN-2021
SONAL,Sonal Mercantile Limited,EQ,20-APR-2026
SONAMLTD,SONAM LIMITED,EQ,07-APR-2022
SONATSOFTW,Sonata Software Limited,EQ,28-JUL-1999
SOTL,Savita Oil Technologies Limited,EQ,28-JUN-1995
SOUTHBANK,The South Indian Bank Limited,EQ,08-DEC-1998
SOUTHWEST,South West Pinnacle Exploration Limited,EQ,18-APR-2019
SPAL,S. P. Apparels Limited,EQ,12-AUG-2016
SPANDANA,Spandana Sphoorty Financial Limited,EQ,19-AUG-2019
SPARC,Sun Pharma Advanced Research Company Limited,EQ,18-JUL-2007
SPCENET,Spacenet Enterprises India Limited,EQ,10-JAN-2017
SPECIALITY,Speciality Restaurants Limited,EQ,30-MAY-2012
SPECTRUM,Spectrum Electrical Industries Limited,EQ,28-MAR-2025
SPENCERS,Spencer's Retail Limited,EQ,25-JAN-2019
SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,10-JAN-1996
SPLIL,SPL Industries Limited,EQ,26-JUL-2005
SPLPETRO,Supreme Petrochem Limited,EQ,24-MAY-2022
SPMLINFRA,SPML Infra Limited,EQ,14-FEB-1996
SPORTKING,Sportking India Limited,EQ,24-AUG-2022
SRD,Shankar Lal Rampal Dye-Chem Limited,EQ,09-OCT-2024
SREEL,Sreeleathers Limited,EQ,01-JAN-2014
SRF,SRF Limited,EQ,18-AUG-2003
SRGHFL,SRG Housing Finance Limited,EQ,21-AUG-2023
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-MAY-2007
SRM,SRM Contractors Limited,EQ,03-APR-2024
SRTL,Shree Ram Twistex Limited,EQ,02-MAR-2026
SSDL,Saraswati Saree Depot Limited,EQ,20-AUG-2024
SSWL,Steel Strips Wheels Limited,EQ,06-JUN-2005
STALLION,Stallion India Fluorochemicals Limited,EQ,23-JAN-2025
STANLEY,Stanley Lifestyles Limited,EQ,28-JUN-2024
STAR,Strides Pharma Science Limited,EQ,02-FEB-2000
STARCEMENT,Star Cement Limited,EQ,16-JUN-2017
STARHEALTH,Star Health and Allied Insurance Company Limited,EQ,10-DEC-2021
STARPAPER,Star Paper Mills Limited,EQ,13-SEP-1995
STARTECK,Starteck Finance Limited,EQ,04-MAY-2022
STCINDIA,The State Trading Corporation of India Limited,EQ,01-APR-2003
STEELCAS,Steelcast Limited,EQ,23-NOV-2021
STEELCITY,Steel City Securities Limited,EQ,27-JUN-2019
STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,20-JUL-2017
STEL,Stel Holdings Limited,EQ,09-FEB-2011
STOVEKRAFT,Stove Kraft Limited,EQ,05-FEB-2021
STUDDS,Studds Accessories Limited,EQ,07-NOV-2025
STYL,Seshaasai Technologies Limited,EQ,30-SEP-2025
STYLAMIND,Stylam Industries Limited,EQ,02-AUG-2021
STYRENIX,Styrenix Performance Materials Limited,EQ,29-MAR-1995
SUBROS,Subros Limited,EQ,13-JUL-2005
SUDARCOLOR,Sudarshan Colorants India Limited,EQ,14-JUN-1995
SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,25-MAY-1995
SUDEEPPHRM,Sudeep Pharma Limited,EQ,28-NOV-2025
SUKHJITS,Sukhjit Starch & Chemicals Limited,EQ,07-NOV-2022
SULA,Sula Vineyards Limited,EQ,22-DEC-2022
SUMEETINDS,Sumeet Industries Limited,EQ,10-DEC-2010
SUMICHEM,Sumitomo Chemical India Limited,EQ,27-JAN-2020
SUMMITSEC,Summit Securities Limited,EQ,28-JAN-2011
SUNCLAY,Sundaram Clayton Limited,EQ,29-DEC-2023
SUNDARAM,Sundaram Multi Pap Limited,EQ,02-JUN-2010
SUNDARMFIN,Sundaram Finance Limited,EQ,07-JAN-1998
SUNDRMFAST,Sundram Fasteners Limited,EQ,07-JUN-2000
SUNDROP,Sundrop Brands Limited,EQ,06-DEC-2002
SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,29-SEP-2005
SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,08-FEB-1995
SUNTECK,Sunteck Realty Limited,EQ,13-NOV-2009
SUNTV,Sun TV Network Limited,EQ,24-APR-2006
SUPERHOUSE,Superhouse Limited,EQ,26-SEP-2014
SUPRAJIT,Suprajit Engineering Limited,EQ,18-FEB-2005
SUPREME,Supreme Holdings & Hospitality (India) Limited,EQ,03-FEB-2025
SUPREMEIND,Supreme Industries Limited,EQ,19-JUL-1995
SUPREMEINF,Supreme Infrastructure India Limited,EQ,18-OCT-2007
SUPRIYA,Supriya Lifescience Limited,EQ,28-DEC-2021
SURAJEST,Suraj Estate Developers Limited,EQ,26-DEC-2023
SURAJLTD,Suraj Limited,EQ,29-AUG-2024
SURAKSHA,Suraksha Diagnostic Limited,EQ,06-DEC-2024
SURANASOL,Surana Solar Limited,EQ,07-JAN-2011
SURANAT&P,Surana Telecom and Power Limited,EQ,22-MAY-2002
SURYALA,Suryalata Spinning Mills Limited,EQ,20-APR-2026
SURYALAXMI,Suryalakshmi Cotton Mills Limited,EQ,15-JUN-2005
SURYAROSNI,Surya Roshni Limited,EQ,10-MAY-1995
SURYODAY,Suryoday Small Finance Bank Limited,EQ,26-MAR-2021
SUVEN,Suven Life Sciences Limited,EQ,23-OCT-2003
SUVIDHAA,Suvidhaa Infoserve Limited,EQ,31-MAR-2021
SUYOG,Suyog Telematics Limited,EQ,20-AUG-2024
SUZLON,Suzlon Energy Limited,EQ,19-OCT-2005
SWANCORP,SWAN CORP LIMITED,EQ,29-MAY-2012
SWARAJENG,Swaraj Engines Limited,EQ,06-DEC-1995
SWELECTES,Swelect Energy Systems Limited,EQ,09-MAY-2006
SWIGGY,Swiggy Limited,EQ,13-NOV-2024
SWSOLAR,Sterling and Wilson Renewable Energy Limited,EQ,20-AUG-2019
SYMPHONY,Symphony Limited,EQ,15-JUN-2011
SYNCOMF,Syncom Formulations (India) Limited,EQ,18-NOV-2022
SYNGENE,Syngene International Limited,EQ,11-AUG-2015
SYRMA,Syrma SGS Technology Limited,EQ,26-AUG-2022
TAALTECH,Taal Tech Limited,EQ,20-APR-2026
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ,27-JUL-1995
TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,20-DEC-2000
TAKE,Take Solutions Limited,EQ,27-AUG-2007
TALBROAUTO,Talbros Automotive Components Limited,EQ,29-SEP-2006
TANLA,Tanla Platforms Limited,EQ,05-JAN-2007
TARACHAND,Tara Chand InfraLogistic Solutions Limited,EQ,16-APR-2024
TARAPUR,Tarapur Transformers Limited,EQ,18-MAY-2010
TARC,TARC Limited,EQ,18-DEC-2020
TARIL,Transformers And Rectifiers (India) Limited,EQ,28-DEC-2007
TARMAT,Tarmat Limited,EQ,09-JUL-2007
TARSONS,Tarsons Products Limited,EQ,26-NOV-2021
TASTYBITE,Tasty Bite Eatables Limited,EQ,23-MAR-2017
TATACAP,Tata Capital Limited,EQ,13-OCT-2025
TATACHEM,Tata Chemicals Limited,EQ,01-APR-1999
TATACOMM,Tata Communications Limited,EQ,12-APR-1995
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,18-NOV-1998
TATAELXSI,Tata Elxsi Limited,EQ,17-SEP-2003
TATAINVEST,Tata Investment Corporation Limited,EQ,24-JUN-1998
TATAPOWER,Tata Power Company Limited,EQ,03-APR-1996
TATASTEEL,Tata Steel Limited,EQ,18-NOV-1998
TATATECH,Tata Technologies Limited,EQ,30-NOV-2023
TATVA,Tatva Chintan Pharma Chem Limited,EQ,29-JUL-2021
TBOTEK,TBO Tek Limited,EQ,15-MAY-2024
TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,09-MAY-2012
TCC,TCC Concept Limited,EQ,25-FEB-2026
TCI,Transport Corporation of India Limited,EQ,21-JAN-2002
TCIEXP,TCI Express Limited,EQ,15-DEC-2016
TCPLPACK,TCPL Packaging Limited,EQ,17-OCT-2017
TCS,Tata Consultancy Services Limited,EQ,25-AUG-2004
TDPOWERSYS,TD Power Systems Limited,EQ,08-SEP-2011
TEAMGTY,Team India Guaranty Limited,EQ,11-JUN-2002
TEAMLEASE,Teamlease Services Limited,EQ,12-FEB-2016
TECHM,Tech Mahindra Limited,EQ,28-AUG-2006
TECHNOE,Techno Electric & Engineering Company Limited,EQ,04-DEC-2018
TECHNVISN,TechNVision Ventures Limited,EQ,20-APR-2026
TECILCHEM,TECIL Chemicals and Hydro Power Limited,EQ,06-DEC-1995
TEGA,Tega Industries Limited,EQ,13-DEC-2021
TEJASNET,Tejas Networks Limited,EQ,27-JUN-2017
TEMBO,Tembo Global Industries Limited,EQ,23-APR-2021
TENNIND,Tenneco Clean Air India Limited,EQ,19-NOV-2025
TERASOFT,Tera Software Limited,EQ,29-DEC-2016
TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,09-SEP-2004
TEXMOPIPES,Texmo Pipes and Products Limited,EQ,10-MAR-2010
TEXRAIL,Texmaco Rail & Engineering Limited,EQ,03-MAR-2011
TFCILTD,Tourism Finance Corporation of India Limited,EQ,26-JUL-2000
TFL,Transwarranty Finance Limited,EQ,26-FEB-2007
TGBHOTELS,TGB Banquets And Hotels Limited,EQ,17-MAY-2007
THAKDEV,Thakkers Developers Limited,EQ,20-APR-2026
THANGAMAYL,Thangamayil Jewellery Limited,EQ,19-FEB-2010
THEINVEST,The Investment Trust Of India Limited,EQ,02-AUG-2017
THEJO,Thejo Engineering Limited,EQ,10-OCT-2023
THELEELA,Leela Palaces Hotels & Resorts Limited,EQ,02-JUN-2025
THEMISMED,Themis Medicare Limited,EQ,02-APR-2007
THERMAX,Thermax Limited,EQ,30-AUG-1995
THOMASCOOK,Thomas Cook  (India)  Limited,EQ,07-JUN-2000
THOMASCOTT,Thomas Scott (India) Limited,EQ,30-JAN-2012
THYROCARE,Thyrocare Technologies Limited,EQ,09-MAY-2016
TI,Tilaknagar Industries Limited,EQ,16-JUL-2010
TIIL,Technocraft Industries (India) Limited,EQ,12-FEB-2007
TIINDIA,Tube Investments of India Limited,EQ,02-NOV-2017
TIJARIA,Tijaria Polypipes Limited,EQ,14-OCT-2011
TIL,TIL Limited,EQ,27-SEP-1995
TIMETECHNO,Time Technoplast Limited,EQ,13-JUN-2007
TIMEX,Timex Group India Limited,EQ,20-APR-2026
TIMKEN,Timken India Limited,EQ,06-FEB-2007
TINNARUBR,Tinna Rubber and Infrastructure Limited,EQ,17-APR-2025
TIPSFILMS,Tips Films Limited,EQ,06-OCT-2022
TIPSMUSIC,Tips Music Limited,EQ,10-NOV-2000
TIRUMALCHM,Thirumalai Chemicals Limited,EQ,14-MAY-2003
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,EQ,21-APR-2008
TITAN,Titan Company Limited,EQ,24-SEP-2004
TMB,Tamilnad Mercantile Bank Limited,EQ,15-SEP-2022
TMCV,Tata Motors Limited,EQ,12-NOV-2025
TMPV,Tata Motors Passenger Vehicles Limited,EQ,22-JUL-1998
TNPETRO,Tamilnadu PetroProducts Limited,EQ,27-OCT-1999
TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,14-FEB-1996
TNTELE,Tamilnadu Telecommunication Limited,EQ,04-FEB-2003
TOLINS,Tolins Tyres Limited,EQ,16-SEP-2024
TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,25-NOV-2002
TORNTPOWER,Torrent Power Limited,EQ,28-NOV-2006
TOTAL,Total Transport Systems Limited,EQ,28-AUG-2020
TOUCHWOOD,Touchwood Entertainment Limited,EQ,21-JAN-2020
TPHQ,Teamo Productions HQ Limited,EQ,30-JAN-2009
TPLPLASTEH,TPL Plastech Limited,EQ,20-MAY-2015
TRACXN,Tracxn Technologies Limited,EQ,20-OCT-2022
TRANSPEK,Transpek Industry Limited,EQ,20-APR-2026
TRANSRAILL,Transrail Lighting Limited,EQ,27-DEC-2024
TRAVELFOOD,Travel Food Services Limited,EQ,14-JUL-2025
TREEHOUSE,Tree House Education & Accessories Limited,EQ,26-AUG-2011
TREJHARA,TREJHARA SOLUTIONS LIMITED,EQ,28-DEC-2018
TREL,Transindia Real Estate Limited,EQ,10-AUG-2023
TRENT,Trent Limited,EQ,07-JUN-2004
TRF,TRF Limited,EQ,26-MAR-2010
TRIDENT,Trident Limited,EQ,21-FEB-2001
TRIGYN,Trigyn Technologies Limited,EQ,09-APR-1998
TRITURBINE,Triveni Turbine Limited,EQ,28-OCT-2011
TRU,TruCap Finance Limited,EQ,20-JUN-2023
TRUALT,TruAlt Bioenergy Limited,EQ,03-OCT-2025
TSFINV,TSF INVESTMENTS LIMITED,EQ,26-MAR-2018
TTKHLTCARE,TTK Healthcare Limited,EQ,02-DEC-2015
TTKPRESTIG,TTK Prestige Limited,EQ,22-DEC-1999
TTL,T T Limited,EQ,22-FEB-2007
TTML,Tata Teleservices (Maharashtra) Limited,EQ,20-OCT-2000
TURTLEMINT,Turtlemint Fintech Solutions Limited,EQ,29-JUN-2026
TVSELECT,TVS Electronics Limited,EQ,26-DEC-2003
TVSHLTD,TVS Holdings Limited,EQ,23-OCT-2012
TVSMOTOR,TVS Motor Company Limited,EQ,02-AUG-2000
TVSSCS,TVS Supply Chain Solutions Limited,EQ,23-AUG-2023
TVSSRICHAK,TVS Srichakra Limited,EQ,13-FEB-2007
TVTODAY,TV Today Network Limited,EQ,16-JAN-2004
TVVISION,TV Vision Limited,EQ,15-SEP-2016
UBL,United Breweries Limited,EQ,28-JUL-2008
UCAL,UCAL LIMITED,EQ,13-SEP-1995
UCOBANK,UCO Bank,EQ,09-OCT-2003
UDS,Updater Services Limited,EQ,04-OCT-2023
UEL,Ujaas Energy Limited,EQ,16-APR-2024
UFBL,United Foodbrands Limited,EQ,07-APR-2021
UFLEX,UFLEX Limited,EQ,23-AUG-1995
UFO,UFO Moviez India Limited,EQ,14-MAY-2015
UGARSUGAR,The Ugar Sugar Works Limited,EQ,23-AUG-2010
UGROCAP,Ugro Capital Limited,EQ,11-AUG-2021
UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ,12-DEC-2019
ULTRACEMCO,UltraTech Cement Limited,EQ,24-AUG-2004
ULTRAMAR,Ultramarine & Pigments Limited,EQ,20-APR-2026
UMESLTD,Usha Martin Education & Solutions Limited,EQ,12-JUL-2010
UMIYA-MRO,UMIYA BUILDCON LIMITED,EQ,01-NOV-2000
UNICHEMLAB,Unichem Laboratories Limited,EQ,07-FEB-2001
UNIECOM,Unicommerce Esolutions Limited,EQ,13-AUG-2024
UNIENTER,Uniphos Enterprises Limited,EQ,23-JAN-2004
UNIMECH,Unimech Aerospace and Manufacturing Limited,EQ,31-DEC-2024
UNIONBANK,Union Bank of India,EQ,24-SEP-2002
UNIPARTS,Uniparts India Limited,EQ,12-DEC-2022
UNITDSPR,United Spirits Limited,EQ,27-SEP-2001
UNITECH,Unitech Limited,EQ,08-SEP-1999
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,28-JAN-2015
UNIVCABLES,Universal Cables Limited,EQ,17-MAY-1995
UNOMINDA,UNO Minda Limited,EQ,02-FEB-2007
UPL,UPL Limited,EQ,23-JAN-2004
URBANCO,Urban Company Limited,EQ,17-SEP-2025
URJA,Urja Global Limited,EQ,28-MAR-2017
USHAMART,Usha Martin Limited,EQ,11-OCT-2000
USK,Udayshivakumar Infra Limited,EQ,03-APR-2023
UTIAMC,UTI Asset Management Company Limited,EQ,12-OCT-2020
UTKARSHBNK,Utkarsh Small Finance Bank Limited,EQ,21-JUL-2023
UTLSOLAR,Fujiyama Power Systems Limited,EQ,20-NOV-2025
UTTAMSUGAR,Uttam Sugar Mills Limited,EQ,10-APR-2006
UYFINCORP,U. Y. Fincorp Limited,EQ,03-OCT-2024
V2RETAIL,V2 Retail Limited,EQ,04-JUL-2007
VADILALIND,Vadilal Industries Limited,EQ,15-JUN-2011
VAIBHAVGBL,Vaibhav Global Limited,EQ,05-APR-2004
VAISHALI,Vaishali Pharma Limited,EQ,15-JAN-2020
VAKRANGEE,Vakrangee Limited,EQ,03-APR-2006
VAML,Vedanta Aluminium Metal Limited,EQ,15-JUN-2026
VARDMNPOLY,Vardhman Polytex Limited,EQ,12-MAY-2003
VARROC,Varroc Engineering Limited,EQ,06-JUL-2018
VASWANI,Vaswani Industries Limited,EQ,20-SEP-2011
VBL,Varun Beverages Limited,EQ,08-NOV-2016
VCL,Vaxtex Cotfab Limited,EQ,19-APR-2022
VEDL,Vedanta Limited,EQ,13-MAY-1998
VEDPOWER,Vedanta Power Limited,EQ,15-JUN-2026
VEEDOL,Veedol Corporation Limited,EQ,16-JAN-2007
VENKEYS,Venky's (India) Limited,EQ,28-JUL-2003
VENTIVE,Ventive Hospitality Limited,EQ,30-DEC-2024
VENUSPIPES,Venus Pipes & Tubes Limited,EQ,24-MAY-2022
VERANDA,Veranda Learning Solutions Limited,EQ,11-APR-2022
VESUVIUS,Vesuvius India Limited,EQ,04-OCT-2002
VGL,VARVEE GLOBAL LIMITED,EQ,21-NOV-2006
VGUARD,V-Guard Industries Limited,EQ,13-MAR-2008
VHL,Vardhman Holdings Limited,EQ,30-JUN-2005
VIDHIING,Vidhi Specialty Food Ingredients Limited,EQ,02-MAR-2016
VIDYAWIRES,Vidya Wires Limited,EQ,10-DEC-2025
VIJAYA,Vijaya Diagnostic Centre Limited,EQ,14-SEP-2021
VIKASECO,Vikas EcoTech Limited,EQ,12-DEC-2011
VIKASLIFE,Vikas Lifecare Limited,EQ,08-MAY-2019
VIKRAMSOLR,Vikram Solar Limited,EQ,26-AUG-2025
VIKRAN,Vikran Engineering Limited,EQ,03-SEP-2025
VIMTALABS,Vimta Labs Limited,EQ,15-DEC-2005
VINATIORGA,Vinati Organics Limited,EQ,28-JUL-2009
VINCOFE,Vintage Coffee And Beverages Limited,EQ,18-OCT-2024
VINDHYATEL,Vindhya Telelinks Limited,EQ,08-FEB-1995
VINNY,Vinny Overseas Limited,EQ,28-NOV-2022
VINYLINDIA,Vinyl Chemicals (India) Limited,EQ,21-JUL-2008
VIPIND,VIP Industries Limited,EQ,02-MAR-2005
VIRINCHI,Virinchi Limited,EQ,03-MAY-2023
VISAKAIND,Visaka Industries Limited,EQ,28-AUG-1996
VISHNU,Vishnu Chemicals Limited,EQ,05-MAR-2015
VISHWARAJ,Vishwaraj Sugar Industries Limited,EQ,15-OCT-2019
VISL,Vedanta Iron and Steel Limited,EQ,15-JUN-2026
VIVIDHA,Visagar Polytex Limited,EQ,21-MAY-2013
VIYASH,Viyash Scientific Limited,EQ,10-MAR-2016
VLSFINANCE,VLS Finance Limited,EQ,25-MAY-1995
VMART,V-Mart Retail Limited,EQ,20-FEB-2013
VMM,Vishal Mega Mart Limited,EQ,18-DEC-2024
VOEPL,Virtuoso Optoelectronics Limited,EQ,01-JUL-2026
VOGL,Vedanta Oil and Gas Limited,EQ,15-JUN-2026
VOLTAMP,Voltamp Transformers Limited,EQ,20-SEP-2006
VOLTAS,Voltas Limited,EQ,12-APR-1995
VRAJ,Vraj Iron and Steel Limited,EQ,03-JUL-2024
VRLLOG,VRL Logistics Limited,EQ,30-APR-2015
VSSL,Vardhman Special Steels Limited,EQ,17-MAY-2012
VSTIND,VST Industries Limited,EQ,05-SEP-2003
VSTL,Vibhor Steel Tubes Limited,EQ,20-FEB-2024
VSTTILLERS,V.S.T Tillers Tractors Limited,EQ,20-JUN-2011
VTL,Vardhman Textiles Limited,EQ,14-JAN-2003
WAAREEENER,Waaree Energies Limited,EQ,28-OCT-2024
WAAREEINDO,Indosolar Limited,EQ,29-SEP-2010
WAAREERTL,Waaree Renewable Technologies Limited,EQ,09-APR-2025
WABAG,VA Tech Wabag Limited,EQ,13-OCT-2010
WAKEFIT,Wakefit Innovations Limited,EQ,15-DEC-2025
WALCHANNAG,Walchandnagar Industries Limited,EQ,18-SEP-1996
WANBURY,Wanbury Limited,EQ,29-JAN-2007
WCIL,Western Carriers (India) Limited,EQ,24-SEP-2024
WEALTH,Wealth First Portfolio Managers Limited,EQ,20-JAN-2021
WEBELSOLAR,Websol Energy System Limited,EQ,15-MAY-2007
WEIZMANIND,Weizmann Limited,EQ,10-MAY-1995
WEL,Wonder Electricals Limited,EQ,17-JAN-2022
WELCORP,Welspun Corp Limited,EQ,24-MAY-2005
WELENT,Welspun Enterprises Limited,EQ,04-NOV-2004
WELSPLSOL,Welspun Specialty Solutions Limited,EQ,20-APR-2026
WELSPUNLIV,Welspun Living Limited,EQ,04-DEC-2003
WENDT,Wendt (India) Limited,EQ,07-AUG-2006
WESTLIFE,WESTLIFE FOODWORLD LIMITED,EQ,05-JUN-2023
WEWORK,WeWork India Management Limited,EQ,10-OCT-2025
WHEELS,Wheels India Limited,EQ,07-APR-2000
WHIRLPOOL,Whirlpool of India Limited,EQ,06-APR-2010
WILLAMAGOR,Williamson Magor & Company Limited,EQ,08-FEB-1995
WINDLAS,Windlas Biotech Limited,EQ,16-AUG-2021
WINDMACHIN,Windsor Machines Limited,EQ,17-AUG-2011
WIPL,The Western India Plywoods Limited,EQ,17-APR-2017
WIPRO,Wipro Limited,EQ,08-NOV-1995
WOCKPHARMA,Wockhardt Limited,EQ,23-FEB-2000
WONDERLA,Wonderla Holidays Limited,EQ,09-MAY-2014
WORTHPERI,Worth Peripherals Limited,EQ,04-AUG-2020
WPIL,WPIL Limited,EQ,20-APR-2026
WSI,W S Industries (I) Limited,EQ,01-AUG-2007
WSTCSTPAPR,West Coast Paper Mills Limited,EQ,17-JAN-2001
XCHANGING,Xchanging Solutions Limited,EQ,09-MAR-2005
XELPMOC,Xelpmoc Design And Tech Limited,EQ,04-FEB-2019
XPROINDIA,Xpro India Limited,EQ,27-APR-2004
XTGLOBAL,Xtglobal Infotech Limited,EQ,16-SEP-2024
YASHO,Yasho Industries Limited,EQ,21-AUG-2023
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,EQ,07-AUG-2023
YATRA,Yatra Online Limited,EQ,28-SEP-2023
YESBANK,Yes Bank Limited,EQ,12-JUL-2005
YUKEN,Yuken India Limited,EQ,02-SEP-2021
ZAGGLE,Zaggle Prepaid Ocean Services Limited,EQ,22-SEP-2023
ZEEL,Zee Entertainment Enterprises Limited,EQ,09-SEP-1998
ZEEMEDIA,Zee Media Corporation Limited,EQ,10-JAN-2007
ZENITHEXPO,Zenith Exports Limited,EQ,10-JUL-1996
ZENITHSTL,Zenith Steel Pipes & Industries Limited,EQ,30-APR-2007
ZENSARTECH,Zensar Technologies Limited,EQ,09-JUL-2003
ZENTEC,Zen Technologies Limited,EQ,30-MAR-2015
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,EQ,01-OCT-2008
ZFSTEERING,ZF Steering Gear (India) Limited,EQ,20-APR-2026
ZODIACLOTH,Zodiac Clothing Company Limited,EQ,27-SEP-1995
ZOTA,Zota Health Care LImited,EQ,19-AUG-2019
ZSARACOM,Saraswati Commercial India Limited,EQ,20-APR-2026
ZUARI,Zuari Agro Chemicals Limited,EQ,27-NOV-2012
ZUARIIND,ZUARI INDUSTRIES LIMITED,EQ,12-APR-1995
ZYDUSLIFE,Zydus Lifesciences Limited,EQ,18-APR-2000
ZYDUSWELL,Zydus Wellness Limited,EQ,13-NOV-2009
